step,timestamp,server_id,utilization,t_in,t_out,t_chip,power,fan_speed
1,1774113512.054883,0,0.6395399814215725,22.615,24.86541279256863,25.428015990710787,309.88499535539313,0.3
1,1774113512.054883,1,0.5506429978360341,22.585714285714285,24.822113199134414,25.381212927489447,287.6607494590085,0.3
1,1774113512.054883,2,0.6606763953340969,22.557142857142857,24.85857455813364,25.433932483381334,315.16909883352423,0.3
1,1774113512.054883,3,0.7832241798971235,22.529285714285713,24.90023047195885,25.49296666137713,345.8060449742809,0.3
1,1774113512.054883,4,0.5372185275387329,22.502142857142857,24.794653811015493,25.367781549483652,284.3046318846832,0.3
1,1774113512.054883,5,0.5372208260271146,22.475714285714286,24.787669130410848,25.365657841584987,284.30520650677863,0.3
1,1774113512.054883,6,0.7910897941710348,22.45,24.882419917668415,25.490524897085518,347.7724485427587,0.3
1,1774113512.054883,7,0.6774408620814072,22.425,24.830352344832562,25.431690431040703,319.3602155203518,0.3
1,1774113512.054883,8,0.5042735859691067,22.400714285714287,24.754666234387642,25.34315422155598,276.06839649227663,0.3
1,1774113512.054883,9,0.645958406102035,22.377142857142857,24.805109762440814,25.412101488765302,311.48960152550876,0.3
1,1774113512.054883,10,0.5051215230062552,22.354285714285716,24.7427334092025,25.3398453329317,276.2803807515638,0.3
1,1774113512.054883,11,0.504797834500164,22.332142857142856,24.736751133800063,25.337903202964366,276.199458625041,0.3
1,1774113512.054883,12,0.6038747180192447,22.310714285714287,24.7707178872077,25.38571878758105,300.9686795048112,0.3
1,1774113512.054883,13,0.30214076574790827,22.29,24.644549106299163,25.233186382873953,225.53519143697707,0.3
1,1774113512.054883,14,0.32851150344817537,22.27,24.64981100137927,25.244763751724086,232.12787586204382,0.3
1,1774113512.054883,15,0.4912797459062638,22.250714285714285,24.709820698362506,25.32459730152456,272.81993647656594,0.3
1,1774113512.054883,16,0.4282036431531806,22.232142857142858,24.679681457261275,25.291566107290876,257.05091078829514,0.3
1,1774113512.054883,17,0.6139946265633383,22.214285714285715,24.749277850625333,25.38302588471024,303.49865664083455,0.3
1,1774113512.054883,18,0.44287662942703043,22.197142857142858,24.676299451770813,25.2960886004278,260.7191573567576,0.3
1,1774113512.054883,19,0.37227748181305914,22.180714285714284,24.643717392725225,25.25946816947796,243.06937045326478,0.3
1,1774113512.054883,20,0.7751908276490176,22.165,24.800729131059608,25.45966141382451,343.7977069122544,0.3
1,1774113512.054883,21,0.5383913179318849,22.15,24.702044527172752,25.34005565896594,284.5978294829712,0.3
1,1774113512.054883,22,0.5794539486563093,22.135714285714286,24.714693579462526,25.359438402899585,294.86348716407736,0.3
1,1774113512.054883,23,0.370535253930116,22.122142857142858,24.627538901572045,25.253887912679343,242.63381348252898,0.3
1,1774113512.054883,24,0.4937864185664744,22.109285714285715,24.673440967426593,25.31447978071181,273.4466046416186,0.3
1,1774113512.054883,25,0.5855291625593811,22.097142857142856,24.706928465023754,25.359374866993978,296.3822906398453,0.3
1,1774113512.054883,26,0.40886089916087753,22.085714285714285,24.633240359664352,25.27012187815187,252.2152247902194,0.3
1,1774113512.054883,27,0.6225977225683941,22.075,24.715903089027357,25.376128861284197,305.64943064209854,0.3
1,1774113512.054883,28,0.4859105834113673,22.065,24.658585033364545,25.306981291705682,271.4776458528418,0.3
1,1774113512.054883,29,0.5291628750289412,22.055714285714284,24.67343155001158,25.3278608660859,282.2907187572353,0.3
1,1774113512.054883,30,0.4857610742878844,22.047142857142855,24.653805229715154,25.30547082285823,271.4402685719711,0.3
1,1774113512.054883,31,0.8293189458312513,22.039285714285715,24.7891515783325,25.476618044344196,357.3297364578128,0.3
1,1774113512.054883,32,0.5681103885366892,22.03214285714286,24.682780155414676,25.34543947998263,292.0275971341723,0.3
1,1774113512.054883,33,0.4219204699461738,22.025714285714287,24.62260498797847,25.271827663544517,255.48011748654346,0.3
1,1774113512.054883,34,0.6851562876944465,22.02,24.726388915077777,25.402986143847222,321.28907192361163,0.3
1,1774113512.054883,35,0.39908188900405683,22.015,24.61063755560162,25.259546944502027,249.7704722510142,0.3
1,1774113512.054883,36,0.5992409033006657,22.010714285714286,24.689568361320266,25.35928188022176,299.8102258251664,0.3
1,1774113512.054883,37,0.2956461826568314,22.007142857142856,24.567186473062733,25.2071973770427,223.91154566420784,0.3
1,1774113512.054883,38,0.38405395315421964,22.004285714285714,24.60179438126169,25.251171548005683,246.01348828855492,0.3
1,1774113512.054883,39,0.5975605730216772,22.002142857142857,24.686630629208672,25.357752572225124,299.3901432554193,0.3
1,1774113512.054883,40,0.6733853211993575,22.000714285714285,24.716582928479742,25.395550089171106,318.34633029983934,0.3
1,1774113512.054883,41,0.5939915593665958,22.0,24.684636623746638,25.355795779683298,298.49788984164894,0.3
2,1774113512.055896,0,0.5544092304656963,22.550693870858815,25.129245900177793,25.773883907507535,288.6023076164241,0.3
2,1774113512.055896,1,0.5284454726175496,22.52417542984891,25.07741896516012,25.715729848987923,282.1113681543874,0.3
2,1774113512.055896,2,0.3636069113486101,22.49832892055308,25.043436514194013,25.679713412604247,240.90172783715252,0.3
2,1774113512.055896,3,0.46982180082479075,22.473163024247288,25.122700884340887,25.785085349364287,267.45545020619767,0.3
2,1774113512.055896,4,0.5061105620656797,22.448687659006247,25.038650877178938,25.68614168172211,276.5276405164199,0.3
2,1774113512.055896,5,0.7185971016706981,22.424877687529733,25.115789671933385,25.788517668034295,329.6492754176745,0.3
2,1774113512.055896,6,0.6187065505396345,22.401731446798557,25.16157763252152,25.85153917895226,304.6766376349086,0.3
